budget,genres,movie_id,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",206213,en,Zombie Hunter,3.418372,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/25/2013,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Zombie Hunter,3.5,34
0,"[{""id"": 18, ""name"": ""Drama""}]",248402,en,A Fine Step,0.65434,[],4/16/2014,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Fine Step,4.1,7
950000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",29146,en,Charly,0.178689,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/23/1968,814666,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Charly,6.6,28
950000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",207769,en,Banshee Chapter,7.310879,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",8/26/2013,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Banshee Chapter,5.7,92
950000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",271185,en,Ask Me Anything,8.976128,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/19/2014,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ask Me Anything,5.5,155
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",29731,en,And Then Came Love,0.280829,[],1/1/2007,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,And Then Came Love,5,1
913000,"[{""id"": 99, ""name"": ""Documentary""}]",292539,de,Food Chains,0.795698,[],4/26/2014,0,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Food Chains,7.4,8
910000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",654,en,On the Waterfront,16.015599,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/22/1954,9600000,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,On the Waterfront,8,357
930000,"[{""id"": 35, ""name"": ""Comedy""}]",91070,en,L!fe Happens,5.974156,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/18/2011,30905,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,L!fe Happens,5.3,66
852510,"[{""id"": 18, ""name"": ""Drama""}]",2009,ro,"4 luni, 3 săptămîni și 2 zile",9.270133,"[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}]",8/24/2007,1185783,113,"[{""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}]",Released,"4 Months, 3 Weeks and 2 Days",7.3,156
0,"[{""id"": 27, ""name"": ""Horror""}]",323270,en,The Horror Network Vol. 1,0.392658,[],10/27/2015,0,0,[],Released,The Horror Network Vol. 1,5,2
950000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2652,en,Hard Candy,25.918007,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/14/2005,7022209,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hard Candy,6.8,701
900000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9813,en,The Quiet,4.0971,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/12/2005,381420,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Quiet,6.1,73
0,"[{""id"": 18, ""name"": ""Drama""}]",60421,fa,Circumstance,2.34239,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IR"", ""name"": ""Iran""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/26/2011,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}]",Released,Circumstance,7.4,23
0,"[{""id"": 18, ""name"": ""Drama""}]",157354,en,Fruitvale Station,20.967146,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/25/2013,17385830,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fruitvale Station,7.3,390
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",127867,en,The Brass Teapot,10.639774,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/8/2012,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Brass Teapot,5.8,160
858000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",3170,en,Bambi,47.651878,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/14/1942,267447150,70,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bambi,6.8,1405
0,"[{""id"": 35, ""name"": ""Comedy""}]",14014,en,The Hammer,0.957022,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/1/2007,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Hammer,6.5,15
850000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",15708,en,Latter Days,5.424916,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/10/2003,819939,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Latter Days,6.7,56
0,"[{""id"": 18, ""name"": ""Drama""}]",146882,fr,Le bonheur d'Elza,0.007254,"[{""iso_3166_1"": ""GP"", ""name"": ""Guadaloupe""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",4/11/2011,0,78,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Elza,0,0
1000000,"[{""id"": 18, ""name"": ""Drama""}]",215918,en,1982,0.175885,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/31/2013,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,1982,5,1
850000,"[{""id"": 35, ""name"": ""Comedy""}]",84200,en,"For a Good Time, Call...",14.238376,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/31/2012,1243961,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For a Good Time, Call...",5.8,110
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",84184,en,Celeste & Jesse Forever,9.436431,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/3/2012,3094813,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Celeste & Jesse Forever,6.4,163
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",45767,en,Time Changer,0.339757,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/25/2002,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Time Changer,5.2,9
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",14823,en,London to Brighton,3.060685,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",12/1/2006,0,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,London to Brighton,6.5,34
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",367551,en,American Hero,5.023091,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/11/2015,0,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,American Hero,5,62
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",343409,en,Windsor Drive,0.504251,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/26/2015,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Windsor Drive,2,1
800000,"[{""id"": 18, ""name"": ""Drama""}]",60243,fa,جدایی نادر از سیمین,12.049373,"[{""iso_3166_1"": ""IR"", ""name"": ""Iran""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",3/15/2011,0,123,"[{""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}]",Released,A Separation,7.7,469
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",57294,en,Crying with Laughter,0.108135,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",6/1/2009,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Rumored,Crying with Laughter,7,1
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",11446,en,Welcome to the Dollhouse,5.870319,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/24/1995,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome to the Dollhouse,6.9,103
800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",47889,en,Ruby in Paradise,0.59424,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/8/1993,1001437,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ruby in Paradise,5.6,10
800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25461,en,Raising Victor Vargas,3.643662,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/16/2002,2816116,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Raising Victor Vargas,7.8,13
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",905,de,Die Büchse der Pandora,1.824184,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1/30/1929,0,109,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Pandora's Box,7.6,45
0,[],279759,en,Harrison Montgomery,0.006943,[],1/1/2008,0,0,[],Released,Harrison Montgomery,0,0
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",78705,en,Cama adentro,0.038706,"[{""iso_3166_1"": ""AR"", ""name"": ""Argentina""}]",9/21/2004,0,83,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Live-In Maid,7.8,3
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",25212,en,Deterrence,2.171288,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/10/2000,0,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Deterrence,6.1,7
800000,"[{""id"": 18, ""name"": ""Drama""}]",26899,en,The Mudge Boy,5.292536,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/17/2003,62852,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Mudge Boy,7.3,23
0,"[{""id"": 18, ""name"": ""Drama""}]",146269,en,The Young Unknowns,0.004922,[],3/12/2000,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Young Unknowns,0,0
0,"[{""id"": 35, ""name"": ""Comedy""}]",292483,en,Not Cool,1.186971,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/23/2014,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not Cool,3.7,25
800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",14451,no,Død snø,11.205726,"[{""iso_3166_1"": ""NO"", ""name"": ""Norway""}]",1/9/2009,1984662,91,"[{""iso_639_1"": ""no"", ""name"": ""Norsk""}]",Released,Dead Snow,6.1,311
780000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",10105,en,Saints and Soldiers,6.003418,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/11/2003,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Saints and Soldiers,6.6,98
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",211557,en,Vessel,0.322553,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/28/2012,0,14,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Vessel,5.9,8
777000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",838,en,American Graffiti,19.326115,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/1/1973,140000000,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,American Graffiti,6.9,324
0,"[{""id"": 99, ""name"": ""Documentary""}]",40862,en,Iraq for Sale: The War Profiteers,1.517771,[],1/1/2006,0,75,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Iraq for Sale: The War Profiteers,8,6
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",13158,en,Aqua Teen Hunger Force Colon Movie Film for Theaters,1.453146,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/13/2007,0,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.5,35
750000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",84332,en,Safety Not Guaranteed,25.186002,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/8/2012,4007792,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Safety Not Guaranteed,6.8,556
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",74510,en,Kevin Hart: Laugh at My Pain,5.498834,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/9/2011,0,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Kevin Hart: Laugh at My Pain,7.7,43
500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",74725,en,Kill List,12.203041,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/2/2011,171760,95,"[{""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Kill List,6,210
750000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",58428,en,The Innkeepers,14.386807,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/1/2011,78396,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Innkeepers,5.4,219
750000,"[{""id"": 18, ""name"": ""Drama""}]",8416,it,Il conformista,8.429295,"[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/21/1970,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,The Conformist,7.6,127
500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",36584,en,Interview with the Assassin,0.471264,[],5/9/2002,0,88,[],Released,Interview with the Assassin,5.6,5
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",13429,en,Donkey Punch,3.283886,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",7/18/2008,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Donkey Punch,4.5,52
750000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",9022,en,All the Boys Love Mandy Lane,12.284939,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/15/2008,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,All the Boys Love Mandy Lane,5.7,209
0,"[{""id"": 27, ""name"": ""Horror""}]",22530,en,Bled,1.039149,[],1/1/2008,0,95,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bled,3.8,4
730000,"[{""id"": 37, ""name"": ""Western""}]",288,en,High Noon,18.644023,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/27/1952,8000000,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,High Noon,7.6,334
700000,"[{""id"": 99, ""name"": ""Documentary""}]",14275,en,Hoop Dreams,9.188431,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/12/1994,7830611,171,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hoop Dreams,7.7,87
0,"[{""id"": 99, ""name"": ""Documentary""}]",2287,en,Rize,1.623769,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/15/2005,0,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Rize,5.9,13
700000,"[{""id"": 18, ""name"": ""Drama""}]",18734,en,L.I.E. Long Island Expressway,7.731064,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/20/2001,1667192,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,L.I.E.,6.7,31
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",206197,en,The Sisterhood of Night,2.868942,[],4/10/2015,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Sisterhood of Night,6.5,31
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",26837,en,B-Girl,0.631571,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/29/2009,0,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,B-Girl,5.5,7
700000,"[{""id"": 18, ""name"": ""Drama""}]",7859,en,Half Nelson,12.378031,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/11/2006,4911725,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Half Nelson,6.5,240
700000,"[{""id"": 18, ""name"": ""Drama""}]",302579,en,Naturally Native,0.578798,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/8/1999,10508,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Naturally Native,0,0
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",51955,en,Hav Plenty,0.003142,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/11/1997,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hav Plenty,0,0
750000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",376004,en,Adulterers,1.471139,[],1/5/2016,0,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Adulterers,5.2,16
650,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",158752,en,Escape from Tomorrow,1.352222,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/11/2013,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Escape from Tomorrow,4.8,87
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10769, ""name"": ""Foreign""}]",40658,en,Starsuckers,0.429083,[],9/30/2009,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Starsuckers,6.2,5
0,"[{""id"": 99, ""name"": ""Documentary""}]",296943,en,The Hadza:  Last of the First,0.045648,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/31/2014,0,70,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Hadza:  Last of the First,0,0
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",118612,en,After,4.596157,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/27/2012,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,After,5.6,63
625000,"[{""id"": 18, ""name"": ""Drama""}]",138976,en,Treachery,0.283059,[],5/16/2013,0,68,[],Released,Treachery,4.8,5
700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",323967,en,Walter,2.659006,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/13/2015,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Walter,5.3,26
609000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",3080,en,Top Hat,3.898498,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/6/1935,3202000,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Top Hat,7.4,59
60000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2667,en,The Blair Witch Project,41.690578,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/14/1999,248000000,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Blair Witch Project,6.3,1055
600000,"[{""id"": 36, ""name"": ""History""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",9459,en,Woodstock,3.409764,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/26/1970,34505110,225,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Woodstock,7.1,66
600000,"[{""id"": 35, ""name"": ""Comedy""}]",11598,en,The Kentucky Fried Movie,10.861167,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/10/1977,0,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Kentucky Fried Movie,6.4,66
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",26916,en,Mercy Streets,0.099902,[],10/31/2000,0,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mercy Streets,5.5,2
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",181940,en,Arnolds Park,0.006069,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/20/2007,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Carousel of Revenge,0,0
0,"[{""id"": 18, ""name"": ""Drama""}]",125263,en,Broken Vessels,0.069277,[],4/18/1998,0,90,[],Released,Broken Vessels,6,2
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",263503,en,Water & Power,0.350557,[],5/2/2014,0,0,[],Released,Water & Power,3,1
522360,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 99, ""name"": ""Documentary""}]",324322,fr,They Will Have to Kill Us First,0.071349,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/13/2015,0,105,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""bm"", ""name"": ""Bamanankan""}]",Released,They Will Have to Kill Us First,5,1
0,[],331493,en,Light from the Darkroom,0.012942,[],1/1/2014,0,0,[],Released,Light from the Darkroom,0,0
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",375950,fr,Médecin de campagne,2.651304,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",3/23/2016,0,102,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Country Doctor,6,63
0,"[{""id"": 53, ""name"": ""Thriller""}]",278348,en,The Maid's Room,1.501688,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/8/2014,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Maid's Room,4.8,4
560000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",704,en,A Hard Day's Night,10.730056,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",7/6/1964,12299668,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Hard Day's Night,7.3,168
56000,"[{""id"": 99, ""name"": ""Documentary""}]",70875,en,The Harvest (La Cosecha),0.010909,[],7/29/2011,0,80,[],Rumored,The Harvest (La Cosecha),0,0
550000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",75986,en,Love Letters,0.001586,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/1/1983,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love Letters,4.6,4
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",385636,sl,Julija in Alfa Romeo,0.061248,"[{""iso_3166_1"": ""SI"", ""name"": ""Slovenia""}]",9/17/2015,0,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sl"", ""name"": ""Sloven\u0161\u010dina""}]",Released,Juliet and Alfa Romeo,6,1
500000,"[{""id"": 18, ""name"": ""Drama""}]",14438,en,Fireproof,6.093989,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/26/2008,33456317,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fireproof,7,100
